audio_file|text|speaker_name
wavs/yang_00000021.wav|오 신기하네 아지랜드 이거 영수증 뭐야 이거 얼마나 어찌 산 거야 천구백십오원 뭘 이렇게 샀어요?|coqui
wavs/yang_00000022.wav|너무 깨끗해서 노잼이네 이 정도면 깔끔한 거 같죠?|coqui
wavs/yang_00000023.wav|방이었던 곳 어?|coqui
wavs/yang_00000024.wav|어?|coqui
wavs/yang_00000026.wav|그...|coqui
wavs/yang_00000028.wav|그...|coqui
wavs/yang_00000030.wav|그...|coqui
wavs/yang_00000031.wav|네 다음 방 자랑 야 동생이 모자이크 해줘라 아니 야 편집자님 모자이크 해주세요 모자이크 아니 동생 모자이크 해주라 좀 아니 뭐하는 거야 개너무하네 전역하고 왔더니 동생이 이러고 있다 그 와중에 내 유튜브 내 유튜브 아니 내 방송인가 이거?|coqui
wavs/yang_00000032.wav|내 방송 보고 있는데?|coqui
wavs/yang_00000033.wav|아 미쳤나봐 그 와중에 호떡쿠션 응?|coqui
wavs/yang_00000034.wav|같이 보세요?|coqui
wavs/yang_00000035.wav|아 세상에 아니 동생 괜찮아?|coqui
wavs/yang_00000036.wav|어떡해 방, 기숙사 오 기숙사면 다른 분들이랑 같이 지내시겠네요 찍어도 되나요 근데?|coqui
wavs/yang_00000037.wav|어느게 트수꺼야?|coqui
wavs/yang_00000039.wav|아 일인 일실이래 코로나 때문에 아 코로나 때문에 일인 일실이래 방 혼자 쓴대요 엘베가 없다고?|coqui
wavs/yang_00000040.wav|방이 오층인데?|coqui
wavs/yang_00000041.wav|아이고 힘들겠다 그래도 양아지보단 깔끔하지 리얼키키 아주 옳습니다 예 아주 옳아요 아유 인정해드립니다 어떻게 하는거야?|coqui
wavs/yang_00000042.wav|아지랜드 내 방 학생 분인가요?|coqui
wavs/yang_00000043.wav|학생 분 같은데?|coqui
wavs/yang_00000044.wav|아유 뭐야 이거 상장이야 뭐야 비비탄까지 공사 공단 뭐 있어 또 뭐 있어 뒤져봐 뭐 있어 또 또 뭐 없어?|coqui
wavs/yang_00000045.wav|끝이야?|coqui
wavs/yang_00000046.wav|비비탄 좋아하시나봐요 여기도 그거 같은데 총?|coqui
wavs/yang_00000047.wav|비비탄 좋아하시는거 같은데 응... 아 그러네 마우스패드가 내꺼네 뭐야 굿즈 다들 샀던거냐고 내 방 깨끗하군 음... 음... 오?|coqui
wavs/yang_00000050.wav|기념?|coqui
wavs/yang_00000052.wav|책이야 책?|coqui
wavs/yang_00000053.wav|학습지?|coqui
wavs/yang_00000054.wav|그 와중에 스위치도 같이 있어 어허... 컴퓨터의 진심인... 허억 이게 집이에요?|coqui
wavs/yang_00000055.wav|방 뭐야 이게 아니 컴퓨터 너무 이쁜데?|coqui
wavs/yang_00000056.wav|케이스?|coqui
wavs/yang_00000057.wav|그 와중에 이거 구찌 뭐고 오진다 스위치랑 근데 너무 잘 꾸몄다 의자 바로 뒤에 침대가 있어요 오히려 좋지 롤같은거 딱 돌리다가 매칭 잡히기 전까지 누워있으면은 응... 그럼 되잖아 오히려 좋아 야 근데 너무 이쁘다 이거 이런 보라보라빛 한거 어떻게 낸거에요?|coqui
wavs/yang_00000059.wav|등이 따로 있나?|coqui
wavs/yang_00000060.wav|이런 보라보라빛 한 게 아 뒤에 붙이는 조명이 따로 있어요?|coqui
wavs/yang_00000061.wav|오 오 진짜 너무 이쁘다 부러워 게임 할만 나겠네 아이 중딩 방보다 심하시네 아이 뭐 중딩이면 뭐... 한창 깨끗할 방이죠 응? 솔직히... 아이... 방들 깨끗하시네요 얘 쳐다보는거 봐 뭐하냐 막 이래 나 여기까지 봤을땐 어?|coqui
wavs/yang_00000062.wav|뭐지?|coqui
wavs/yang_00000064.wav|제 방입니다|coqui
wavs/yang_00000065.wav|다들 방 이정도 하잖아요 그쵸?|coqui
wavs/yang_00000066.wav|어 뭔가 아까 어디서 본 듯한 왜케 익숙하냐?|coqui
wavs/yang_00000067.wav|어디서 봤던거 같은 컴퓨터까지 왜 본거 같지?|coqui
wavs/yang_00000069.wav|아니 이게 방에 왜 있어?|coqui
wavs/yang_00000071.wav|만드신건가 직접?|coqui
wavs/yang_00000072.wav|직접 만드신거면 뭐 있을수 있지 제 방입니다 아이씨 아니잖아 포샵하지 말라구요 대놓고 진짜 합성하네 시그니엘 아냐 여기 아 미쳤나봐 누끼 딴거 봐 내가 지금 당근마켓 왔냐?|coqui
wavs/yang_00000073.wav|중고나라 왔어?|coqui
wavs/yang_00000074.wav|서울 뷰는 좋네요 bmw로 만족하고 있습니다 시간이 없어서 제대로 못 찍음 과제와 성적에 취해 있는 인생이나 일단 빨리 치우고 대충 찍음 오 아지랜드 인증 성적 검열 오 되게 깔끔한데요 그쵸 이런 침대 오 여기 벽에 단 거 너무 이쁘다 넓고 깔끔하네 오 근데 방 진짜 넓다 이정도면 그치 아 뭔가 가구가 좀 없어서 그런가?|coqui
wavs/yang_00000075.wav|방 되게 넓은거 같은데 부럽다잉 이것은 양미트인가 트민냥인가 개념을 아 동생하고 같이 써요?|coqui
wavs/yang_00000076.wav|하긴 동생하고 같이 쓸 수도 있지 꼭 사람이란 법은 없잖아 에?|coqui
wavs/yang_00000077.wav|토끼?|coqui
wavs/yang_00000078.wav|토끼가 어딨어?|coqui
wavs/yang_00000079.wav|토끼가 보여요?|coqui
wavs/yang_00000080.wav|토끼가 어딨어?|coqui
wavs/yang_00000082.wav|오 풍선 인가?|coqui
wavs/yang_00000083.wav|토끼가 어딨지?|coqui
wavs/yang_00000084.wav|어머 풍선 집이야?|coqui
wavs/yang_00000086.wav|응 까비 고삼 트수의 방 아니 이 호떡굿즈는 어디에나 있어 뭐고 얜 왜 이렇게 쭈글쭈글해 아니 얜 왜이렇게 인형이 쭈글쭈글해 애착인형이에요?|coqui
wavs/yang_00000087.wav|왜이렇게 애가 쭈글쭈글해요 아 인형들이 나이가 많대 본인보다 아 제가 고삼이라 하지 않았어?|coqui
wavs/yang_00000088.wav|고삼인데 그러면은 한 이십년 된건가 오와... 어... 쭈글쭈글 할 만하네 애들의 상태가 이십년 치고는 상태 좋다길래 흔하지 않은 고일의 방 아니 흔한거 같기도 하고 아닌 거 오 이층이 있다고?|coqui
wavs/yang_00000089.wav|이건 안 흔한데?|coqui
wavs/yang_00000090.wav|아니 이층이 있다고?|coqui
wavs/yang_00000091.wav|공부방이 따로 있어요?|coqui
wavs/yang_00000092.wav|미친거 아니야?|coqui
wavs/yang_00000093.wav|여긴 컴퓨터 방이고 그럼 이층이 공부하는 방이야?|coqui
wavs/yang_00000094.wav|뭐 부자 아니야 이정도면?|coqui
wavs/yang_00000095.wav|아니 배경 아 크흠... 어허... 씹덕 중삼의 방 아이... 아 침대봐 너무... 큐트해 침대 왜 이렇게 응애같지?|coqui
wavs/yang_00000097.wav|프라모델 그 프라모델 아이언맨도 좋아하시는구나 아지님의 관심을 끌기위한 미방 다른 방 하나 이때 못찍었다고 한 다른 방 방 으잉?|coqui
wavs/yang_00000100.wav|다들 방이 몇개 쓰세요?|coqui
wavs/yang_00000101.wav|집이 다들 좋으신데?|coqui
wavs/yang_00000102.wav|다들 방 자랑하시길래 여긴 평범하네요 아 이건 자기가 희망하는 방이야?|coqui
wavs/yang_00000103.wav|rgb뽕 지리는 방 이야 이분도 컴퓨터쪽으로 신경좀 쓰셨나보다이 레이저 좋아하시나 이야 컴퓨터쪽으로 신경많이 쓰셨나보네 아지랜드... 레이저 진짜 좋아하시나보다 괜찮은 방 어... 이분은 일단 평소에 있는대로 찍으신 건 맞는거 같아요 어... 와 나 진짜 이거 우리집이 맨날 이렇게 옷걸이를 문쪽에다 하거든요 와 나 이거 너무 불편하더라 진짜 와 진짜 인간미 장난아니네 여기 꼽혀있는 드라이기까지 음 완벽합니다 평범한 트수의 방 운동기구 아니야?|coqui
wavs/yang_00000105.wav|평범하긴 한 건가?|coqui
wavs/yang_00000106.wav|방이... 운동 좋아하시나봐요 여기 복싱할 때 쓰는 글러브 아닙니까 이거 그쵸 아닌가? 그런 것처럼 보이는데 운동하시는 분인가봐 방을 보니까 그 사람이 평소에 뭐하는지 뭐 좋아하는지 딱 눈에 띈다 아니면 유감이지만 문과 고삼의 방 와 기타 역시 감성적이에요 문과 크흐... 음 음 대화법 위처 삼국지 백세 노인 책이 많네 위처는 왜 있는거야 방 아지랜드 방 넵 감사합니다 내 방 더럽네 와 여기 밖에 풍경 장난 없는데? 거의 펜션 아니에요 이거? 거의 펜션 감성인데 이거는? 그치 약간 근처에 계곡있고 고기 구워먹을 수 있을 것 같은 펜션 감성 왠지 딱 그런 느낌 산쪽에 사시나요?|coqui
wavs/yang_00000107.wav|신기하네 근데 일단 인증이 없어서 이거는 패스 인증이 없네 생각해보니까 흔한가 싶은 저취생의 방 야 있을거 다 있다 있을거 다 있네 와 노트북도 있어?|coqui
wavs/yang_00000108.wav|뭐야 이거 내 장패드도 있네 창문 열면 지하철이 지나가는걸 직관할 수 있습니다 역세권입니다 아 근데 좀 시끄럽겠다 으에? 복층이에요?|coqui
wavs/yang_00000109.wav|위에 층이 따로 있네? 이거 안불편해 괜찮아요 계단?|coqui
wavs/yang_00000110.wav|와이씨... tv도 여기있고 아 근데 되게 좋다 위층에 침대있는거 아 위층에 침대있는거 너무 좋다 이야... 자취 일년의 방이었습니다 음 일년동안 자취하셨구나 내 자취방은 왜 이럴까 크흠... 오우 선 봐 오우 선 모자이크 좀 해주세요 오우 선 모자이크 좀 오우 으악 모니터 되게 넓네 여기서 그래픽 작업을 하며 썸네일도 만들며 잠도 여기서 잡니다 아 이쪽으로 일하시는 분인가봐요 뭐 그림 음 그래픽 오우 신기하네 썸네일러신가 아니면? 특별한거 없는 평범한 제 방입니다 이거 모니터가 조금 기운거 같지 않아?|coqui
wavs/yang_00000111.wav|아닌가?|coqui
wavs/yang_00000112.wav|일단 정면입니다 컴퓨터가 있어요 정면은 컴퓨터가 다 차지하고 있어요 이야 미쳤나봐 이거 스트리머들 그건데 아닌가?|coqui
wavs/yang_00000113.wav|어 맞는데 스트리머들꺼 굿즈 모음이야?|coqui
wavs/yang_00000114.wav|별의별게 다 있어 다 사셨나본데 이거 진짜로?|coqui
wavs/yang_00000115.wav|이야 대단하다 와 여기 픽셀 샌드박스 어딨냐 야 샌드박스 어딨냐 침대 위에 걸어놨어요 너무 밋밋한거 같아서 귀여워 귀여워 뭐야 싸인이랑 에어컨이 있어요 우와 에어컨은 평범하구만 남는 공간이 이 정도에요 문 열리는 공간만 있어요 아 이거 문열때 여기 좀 불편하겠다 부딪혀서 그쵸 귀여워 귀여워 방이 가득 차있어요 이상 방자랑이었습니다 지루할수있던 글들을 읽어주셔서 감사합니다 하트뿅 블로그 보는거같아 귀여워 평범한 양모노의방 약간 이 이불 국룰인가봐 이런 퍼런 이불 이 이불 좀 국룰인가봐 그쵸 많이 본거같아 왠지 방자랑 아 진짜 죽고싶습니까 좋은 데 사시네 좋은 데 사셔 이게 방하나야? 아으... 좋겠다 그쵸? 물건이 많아서 더러워보이는... 진짜 뭔가 많긴하다 기숙사 인형생활 열여덟살인데 기숙생활 햄스터 키우시네 사감쌤 몰래 햄토리 키우는중 아 실화야? 키워도돼요 괜찮아? 몰래 키우는거야? 띠용... 야 진짜 시골이네 여기보니까 창문보니까 시골이긴하네 야 기숙사생활 힘들겠다 취소 덕질 아 이거 아주좋아 와 바이올렛 에버가든 뭐 귀멸의 칼날 지박숙녀 완벽합니다 아 좋아좋아 또 뭐있어 이거 그리신 거예요? 그리신 건가본데 본인이 그린 걸 벽에다 붙여놓은거구나 그치 야 미쳤나봐 다 걸어놨어 이건 샌박 쪽 그거 같은데 이건 샌박 쪽 그거 같은데 그치 음 이 친구 되게 좋아하나봐요 여기인이 야 만화까지있어 와 십구만원 한정판? 이분은 진짜 와 웹툰까지 와 이분은 진짜다 이분은 진심이야 아 인정해드립니다 어유 방 봐라 방 안에 들은 게 좀 탐나는데 이정도면 감사합니다 난 방이 항상 깨끗하지 진짜 뭔가 깨끗해서 할 말이 없어 되게 약간 뭐랄까 같은 반에 무난한 범생이 집 같아요 어 어떤 남자애 우연히 친해져서 가봤어 집에 되게 얘 방같다 심플하다 감사합니다 잼민이방 모자이크 자 다음 주식 안 하는 대학생 방 하하하 미친... 본격적이신데 이정도면 아버님 주식 대박 와 이거는 진짜 진심이시지 와 전문적이신데 되게? 모니터가 몇 개야 주식하는 사람들이 모니터를 되게 여러 개 설치하고 쓴데 야 이거 티비를 걸어 두신거 아니에요?|coqui
wavs/yang_00000116.wav|이 정도면?|coqui
wavs/yang_00000117.wav|야 대박이다 줄식 안하는 대학생 방입니다 야 대박 좀 멋있다 이거 멋있어 본인도 강제로 줄식하게 되겠는데 이거 멋있네 흔하디 흔한 방 하나 오 아지랜드 감사해요 아이고... 아이고... 아이고 선... 아이고 아이고 아이고 선 이거 아이고 아이고 아이고 선... 근데 은근 여기 책상 위에다가 노트북 두시는 분들이 많네요 저는 그냥 누워서 하거나 그러거든요 의외다 왜 모니터 아 모니터란다... 노트북을 다 위에다가 쓰시는거지?|coqui
wavs/yang_00000119.wav|나는 다 나처럼 쓰는 줄 알았어 누워서 쓰거나 뭐 카페 갈 때 쓰거나 그런 줄 알았는데 신기하네 아주 깔끔한 방입니다 호떡쿠션이 세 개야 뭔데?|coqui
wavs/yang_00000120.wav|와 이거 이불 왠지 우리 집에서도 본 듯 이불 왠지 우리 집에서도 본 듯 아이고... 와... 뭔가 순간 어질어질했다 뭔가 많다 교수님 오늘 과제는 아지랜드입니다 물리학 여기 약도 있네 커피에요 커피?|coqui
wavs/yang_00000121.wav|커피 이만큼 마신거야?|coqui
wavs/yang_00000122.wav|공보도 장비충?|coqui
wavs/yang_00000124.wav|이거 집에 있으신거임?|coqui
wavs/yang_00000125.wav|아니 미쳤네?|coqui
wavs/yang_00000126.wav|아니 아니 진짜 공부 잘되긴 하겠다잉?|coqui
wavs/yang_00000128.wav|여기 방음부스 안 같은데?|coqui
wavs/yang_00000129.wav|작업하시는 분인가요?|coqui
wavs/yang_00000130.wav|아 연습실 방음부스 맞는거 같은데 아닌가?|coqui
wavs/yang_00000132.wav|올라가서 자세요 오 공간활용 좀 잘했다 여기 아래다가 설치한거 어 공간활용 좀 잘했다 왠지 이케아에 이런거 있을거 같애 우와 이거 뭐야?|coqui
wavs/yang_00000134.wav|어이구 깜짝아 어이구 깜짝아 어이구 깜짝아 어이구 깜짝아 방 진짜 방이네 공부 안하는 중학생의 방 오 책이 많이 안보이긴 하네요 책 어디갔나 책 어디갔나 책 어? 나때는 말이... 이불을 안치워서 안 그래보이는 상황 집에서 살다시피 해서 이불을 넣고 꺼내기 귀찮아 생긴 결과 문책에 문이 없어 아 으?|coqui
wavs/yang_00000135.wav|뭐하시는 분이에요?|coqui
wavs/yang_00000136.wav|뭐하시는 분이에요?|coqui
wavs/yang_00000137.wav|애니메이션 뭐 작업하시나요?|coqui
wavs/yang_00000139.wav|어 뭐야?|coqui
wavs/yang_00000140.wav|능력자야 아니 어 되게 능력자야 아 이정도면 이거 안치워도 인정이지 어 개능력자네 뭐지?|coqui
wavs/yang_00000141.wav|개 한마리 사는 방 개?|coqui
wavs/yang_00000142.wav|깜짝아 진짠줄 알았어 나의 안전하고 편안한 밤을 위해 방자랑 이게 코리안방이지 어 이게 한국스타일 방이지 맞지 방어막 쳐야되는데 k방 여기 왜 모자이크 했어 아이 정말 어허 이거 뭐고 뭐고 이거 지금 얼마나 본거지 내가?|coqui
wavs/yang_00000143.wav|잠시만요 얼마나 본거지?|coqui
wavs/yang_00000144.wav|어디있어 내꺼죠 여긴가?|coqui
wavs/yang_00000145.wav|아직도 올라오는거 아니냐구요?|coqui
wavs/yang_00000146.wav|모르겠어요 잠시만요 어 아닌데 여기도 아닌데 여긴가?|coqui
wavs/yang_00000147.wav|아 여기까지 봤다 이거 조금 이제 살짝 넘기면서 볼까요 공주님 방 우리집 아니잖아 아... 내 방 옆에는 화장실임 다 핑크로 꾸몄음 침대도 이쁘죠 오른쪽 문으로 나가면 원룸이어서 주방도 같이있음 아무튼 내 방임 핑크한 원룸 지랄하네 도마뱀 곤충 좋아하는 사람의 방 어디있어요 도마뱀 곤충 여기 위에는 뭐하는 곳임? 뭐야 여기 우와 집이 뭐하면 이래 어떻게 이러지 다락방 개 부러워 아니 여기 그 창문이에요 창문? 아니 너무 부러운데 감성 오졌다 집이 진짜 이렇단 말이야 이야 아니 말도안돼 나 이런집 처음봐 정말 아니 되게 드라마에서만 있을줄 알았는데 야 집 오진다 이거는 부럽다 여기 올라가며는 특히 사촌동생들이 되게 좋아하겠다 어린 조카들이나 사촌동생들 오면 되게 좋아하겠다 오지네 인증 요거 아마 이쪽 부분에 찍으신거 같아요 여기 이쪽부분 찍으신거 같아요 자 다음방 한번 보겠습니다 개발자의 방?|coqui
wavs/yang_00000148.wav|좀 궁금한데 잠깐만 벌써 어지러운 게 조금 보이는거 같기도 하고 어어어어어 어우 머리야 어유 머리야 어우 머리야 어우 머리가 원래대로라면 바빠서 집에 못들어왔을텐데 코로나 이심 증상이 하도 침해서 코로나 검사받고 자택격리 중에 어쩌다보니 일기안에 딱 맞아서 인증해보네요 후덜덜 후덜덜 이게무엇 후덜덜 이게무엇 개멋있네 와 사과상자 비싼 사과 우와 어 뭐야 뭐야 쓸모는 없는데 버리기는 아까운 폰케이스 쓸모가 없구나 감사합니다 고마워요 넵... 이런이런 다들 방을 너무 깨끗하게 좀 지워라 좀 좀 지워라 좀 지워라 아이고 이거 아이고 아이고 자 다음방 깨끗한 방이 뭐야 이거 합성이야?|coqui
wavs/yang_00000149.wav|아닌거같은데 합성 아닌거같지 않아요?|coqui
wavs/yang_00000150.wav|어?|coqui
wavs/yang_00000151.wav|이사간거에요?|coqui
wavs/yang_00000152.wav|감금당하세요?|coqui
wavs/yang_00000153.wav|군만두 드시나?|coqui
wavs/yang_00000154.wav|아니 아니 뭐지 이사가신건가 아 이사했대?|coqui
wavs/yang_00000156.wav|아아아 정리 이사 온 방인가 이사 간 방인가 타이밍에 좀 어떻게 맞으셨나보네 꼴랑 이 하나있어 이 넓은 방에 개웃기네 어 음대생의 방 좀 궁금해 깜짝아 이거 사람인줄 방 전경 음대생의 방 오 저 음대생같애 오 뭔가 뭐 또없어 또없어?|coqui
wavs/yang_00000157.wav|선정리 나 뭐 약간 음대생이라해서 집에 뭔가 엄청난 악기들이 있는줄 알았는데 악기 많을 줄 어?|coqui
wavs/yang_00000158.wav|항공우주학과 뭘까?|coqui
wavs/yang_00000159.wav|오 책상부터 보통이 아니죠?|coqui
wavs/yang_00000160.wav|그리고 평범하디 평범한 방입니다 분명 미과생인데 철학책이 있는 의아함이 있지만 뭐 어떻습니까 책상 벽면에는 러시아 유학에 한 희망을 가졌던 추억과 캐나다 사람과 친해져서 받은 악몽을 내쫓는 부적 오 너의 이름 소설책을 사러갔다가 싸인받은 현직 대통령사인?|coqui
wavs/yang_00000161.wav|엥?|coqui
wavs/yang_00000162.wav|호달달?|coqui
wavs/yang_00000163.wav|엥?|coqui
wavs/yang_00000164.wav|수능교재 수능교재는 왜?|coqui
wavs/yang_00000165.wav|왜?|coqui
wavs/yang_00000166.wav|나는 바로 버려 버렸는데 미과생특 효율성을 중시함 침대에요 이게?|coqui
wavs/yang_00000168.wav|오 이게 침대야?|coqui
wavs/yang_00000169.wav|오 신기하다 오 뭔가 한 번 누워보고 싶어 궁금해 한 번 누워보고 싶지 않아?|coqui
wavs/yang_00000171.wav|너무 화나 어 화나 아 귀여워 옆동네 살 동안 주말마다 우리 집에 와서 눌러앉는 빅헤드씨 여기 선글라스 씌워줘야겠네 선글라스 모자랑 난 도지코인인줄 오 꿩 비비큐씨라고요?|coqui
wavs/yang_00000172.wav|이거 뭐야?|coqui
wavs/yang_00000173.wav|뭐야?|coqui
wavs/yang_00000174.wav|뭐 키우는 거예요?|coqui
wavs/yang_00000177.wav|공작은 이렇게 안 생기지 않았어?|coqui
wavs/yang_00000178.wav|공작 진짜 눈앞에서 바로 본적 있었는데 공작은 이렇게 안생기지 않았어요?|coqui
wavs/yang_00000179.wav|꿩?|coqui
wavs/yang_00000181.wav|뭐야 얘 되게 신기하게 생겼다 오 뭐 뭐예요 금개라고?|coqui
wavs/yang_00000182.wav|금개?|coqui
wavs/yang_00000183.wav|오 처음 봐요 이런 애 감사합니다 뭐하는 애인지 모르겠네 일단 넘길게요 뭐하는 친구인지 모르겠지만 스킵 이쁘다 귀여워 나 만져보고싶어 볼살쭉 비비큐씨랑 흠 아 이거 하나하나 보기로 했지?|coqui
wavs/yang_00000184.wav|맞다 애기 뭐야 평범싸네 소심한 방자랑 이거 왜 다 가려놨어 가려놓으면 의미가 없지 아 본인 리즈시절 너무 슬픈데 아가시절인데 아가시절 아가시절인데 댕댕이 뭐야 귀여워 다들 내 장패를 갖고있구나 밤 풍경이 이쁘더라구요 비 온 날이었나봐요?|coqui
wavs/yang_00000185.wav|뭔가 습기가 차있네 이래도 가만있어?|coqui
wavs/yang_00000186.wav|신경을 안쓰네 신경을 안쓰네 뭐지 어제 그 트수의 방이다 최대한 청소했음 어떡해 가구가 없어 가구가 없어 흡연실 미쳤냐고 이건 탑을 보시시네요 돌았네 자 다음 한 번 볼게요 안 쌓였을라나 조금 쌓였네 볼게요 군숙소 잼민이시절 그대로 야 이거 야구공이 왜 이렇게 많아 야구공이 왜 이렇게 많아 사인볼인가요?|coqui
wavs/yang_00000188.wav|아 나 이거 보고 들어왔는데 아 어그로당함 그래서 썸네일 내용 어디있죠 아놔 썸네일 어그로당했네 어그로당했네 싫어요 누르고 갑니다 아니 에반데 자 다음 소소한 취미저장소 소소하게 프라 즐기는 사람입니다 되게 확실히 남자 시청자분들이 많아서 그런지 프라모델 비비탄 이런 쪽으로 관심이 되게 많으시네요 어후 소소 소소하게 소소 소소한가 소소 와 어이구 어이구 이게 다 얼마요 이 정도면 방자랑이 아니라 취미자랑인데 어이구 이게 진심이지 이게 진심이지 방 속 캠핑 어 뭐야 못봤쪄 방송 빤스런 뭐냐 우와 뭐야 밤을 보는 저의 방 어우 뭔가 난 이렇게 반짝반짝한거 이쁘더라 좋다 천원 감사해요 되게 힙해서 좋아 뭔가 음 멋있어 힙해서 좋아 이거 아까 그분 같은데 이 이모티콘 쓰는거 보니까 이 사진 안올려서 한번 더 올려요 이거 아까 그 블로거분인데 하트 맞네 아까 그 블로거분이네 맞네 맞네 오 반에서 오등하는 고일의 방이래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 평균 오십으로 오등 어?|coqui
wavs/yang_00000189.wav|음?|coqui
wavs/yang_00000190.wav|에잉 오우 띠용 뇨용 이 집은 뭘까 어 뭔가 편해 보인다 어 이거 내 캐릭터 아니냐 책상 정리해야겠다 다음거 봅시다요 넘기려고 했는데 계속 밀려가지고 고등학생의 방 양모노다 맞나보네요 호떡쿠션 이거 뭐야 로고?|coqui
wavs/yang_00000191.wav|방에 별게 다 있어 우리집 명물 이게 뭔데?|coqui
wavs/yang_00000192.wav|이게 뭐에요 여러분 레고?|coqui
wavs/yang_00000193.wav|만드신거에요?|coqui
wavs/yang_00000194.wav|신기하게 생겼냐 방에 별게 다 있어 나 진짜 친구집 온 느낌이야 친구집이었으면 바로 만져봤음 리얼 바로 만져봤음 다음 이건 뭐야 다들 방에 있구나 내 방에서 볼 수 있었던 야경 여기 어디야?|coqui
wavs/yang_00000195.wav|기숙사 조항때문에 사진 반출이 되지 않습니다 어 되게 이쁘다 야경 개오져 평범한 방입니다 피아노 있고 대충 인증 침대쪽은 별다를게 없네 롤창 동생과 함께하는 방 동생들한테 허락받았냐고요 이 사람들아 그래도 얼굴은 가려졌네 하락받고 찍은거에요?|coqui
wavs/yang_00000196.wav|얘는 뭔가 하겠다 갑자기 롤하고 있는데 자기 형이 핸드폰 들더니 침대쪽으로 딱 가가지고 사진찰칵 형 뭐해?|coqui
wavs/yang_00000197.wav|방을 같이 쓰는구나 안 불편해요 방 같이 쓰면은? 난 뭔가 차라리 방 같이 쓰는거보다는 내 방이 없는게 낫더라 나는 특히 오빠가 있어서 그런가 불편하더라구요 예 싸움도 자주 나고 나도 방 같이 썼거든 옛날에 어릴 때는 자... 다음거 자취하는 겸 방 구함 내 방 자랑 방이 아무것도 없는데 방이 아무것도 없는데 ㅋㅋㅋㅋㅋ 방이 이사하신건가?|coqui
wavs/yang_00000198.wav|십년동안 썼던 방입니다 뭔가 어둑어둑해 아 귀여워 제가 방 처음쓸 때 어린애였어서 아버지가 붙여주셨는데 아직까지 쓰고 있어요 귀여워 큐티뽀짝해 응애방같아 응애방 우와 미니언즈 있네... 미니언즈 맞지?|coqui
wavs/yang_00000199.wav|별로 안더러운데요 이정도면은? 뭐가 더러운지 모르겠는데 어디가 더러운거야?|coqui
wavs/yang_00000200.wav|방 어디가 더러운거죠?|coqui
wavs/yang_00000201.wav|자 다음 급하게 간식으로 영입했대 귀여워 졸귀탱 귀여워 그래서 얜 왜 나온거야 그래서 얜 왜 나온거야 난 뒤에 뭔가 있나 했는데 아무것도 없네 썸네일 어그로인가요 여기도?|coqui
wavs/yang_00000202.wav|아 개웃기네 투수들의 평소 방 님들 평소 이렇습니까?|coqui
